Date,Province,District,Total Cases,Recovered,Death,Under Treatment
2020-12-13,Province 1,Ilam,429,360,5,64
2020-12-13,Province 1,Udayapur,639,608,9,22
2020-12-13,Province 1,Okhaldhunga,249,224,4,21
2020-12-13,Province 1,Khotang,208,201,0,7
2020-12-13,Province 1,Jhapa,4703,4403,34,266
2020-12-13,Province 1,Taplejung,138,119,0,19
2020-12-13,Province 1,Terhathum,140,129,5,6
2020-12-13,Province 1,Dhankuta,256,244,7,5
2020-12-13,Province 1,Panchthar,162,156,1,5
2020-12-13,Province 1,Bhojpur,148,139,2,7
2020-12-13,Province 1,Morang,12600,12323,65,212
2020-12-13,Province 1,Sankhuwasabha,369,320,1,48
2020-12-13,Province 1,Sunsari,8773,8560,75,138
2020-12-13,Province 1,Solukhumbu,178,170,2,6
2020-12-13,Province 2,Dhanusa,2988,2954,26,8
2020-12-13,Province 2,Parsa,3424,3366,54,4
2020-12-13,Province 2,Bara,2110,2064,28,18
2020-12-13,Province 2,Mahottari,2020,1990,19,11
2020-12-13,Province 2,Rautahat,2769,2735,17,17
2020-12-13,Province 2,Saptari,2098,2056,23,19
2020-12-13,Province 2,Sarlahi,2823,2793,17,13
2020-12-13,Province 2,Siraha,2237,2181,21,35
2020-12-13,Bagmati,Kathmandu,92946,88258,443,4245
2020-12-13,Bagmati,Kavrepalanchok,3206,3047,28,131
2020-12-13,Bagmati,Chitawan,7059,6881,60,118
2020-12-13,Bagmati,Dolakha,668,600,11,57
2020-12-13,Bagmati,Dhading,1621,1520,20,81
2020-12-13,Bagmati,Nuwakot,1345,1221,13,111
2020-12-13,Bagmati,Bhaktapur,8452,8005,97,350
2020-12-13,Bagmati,Makwanpur,4167,4029,33,105
2020-12-13,Bagmati,Rasuwa,191,141,1,49
2020-12-13,Bagmati,Ramechhap,518,495,7,16
2020-12-13,Bagmati,Lalitpur,14382,13392,133,857
2020-12-13,Bagmati,Sindhupalchok,927,885,14,28
2020-12-13,Bagmati,Sindhuli,540,495,6,39
2020-12-13,Gandaki,Kaski,6194,5484,59,651
2020-12-13,Gandaki,Gorkha,1377,1273,13,91
2020-12-13,Gandaki,Tanahu,1645,1523,20,102
2020-12-13,Gandaki,Nawalparasi East,2891,2782,7,102
2020-12-13,Gandaki,Parbat,421,383,2,36
2020-12-13,Gandaki,Manang,5,5,0,0
2020-12-13,Gandaki,Mustang,39,36,2,1
2020-12-13,Gandaki,Myagdi,219,193,4,22
2020-12-13,Gandaki,Lamjung,972,871,5,96
2020-12-13,Gandaki,Baglung,1117,1035,3,79
2020-12-13,Gandaki,Syangja,1077,1000,10,67
2020-12-13,Province 5,Arghakhanchi,909,844,7,58
2020-12-13,Province 5,Kapilbastu,2115,2024,17,74
2020-12-13,Province 5,Gulmi,1124,1055,10,59
2020-12-13,Province 5,Dang,3835,3533,34,268
2020-12-13,Province 5,Nawalparasi West,1469,1397,20,52
2020-12-13,Province 5,Palpa,2000,1856,6,138
2020-12-13,Province 5,Pyuthan,1008,968,5,35
2020-12-13,Province 5,Bardiya,1734,1630,12,92
2020-12-13,Province 5,Banke,4322,4082,37,203
2020-12-13,Province 5,Rukum East,109,102,0,7
2020-12-13,Province 5,Rupandehi,8638,8158,69,411
2020-12-13,Province 5,Rolpa,282,269,3,10
2020-12-13,Karnali,Kalikot,283,272,2,9
2020-12-13,Karnali,Jajarkot,112,108,0,4
2020-12-13,Karnali,Jumla,457,417,0,40
2020-12-13,Karnali,Dolpa,31,29,1,1
2020-12-13,Karnali,Dailekh,1599,1586,4,9
2020-12-13,Karnali,Mugu,35,31,0,4
2020-12-13,Karnali,Rukum West,249,226,2,21
2020-12-13,Karnali,Salyan,649,637,0,12
2020-12-13,Karnali,Surkhet,2803,2737,14,52
2020-12-13,Karnali,Humla,33,29,1,3
2020-12-13,Sudurpaschim,Achham,1588,1288,4,296
2020-12-13,Sudurpaschim,Kanchanpur,1559,1409,8,142
2020-12-13,Sudurpaschim,Kailali,5302,4957,29,316
2020-12-13,Sudurpaschim,Dadeldhura,683,593,0,90
2020-12-13,Sudurpaschim,Doti,1386,1353,1,32
2020-12-13,Sudurpaschim,Darchula,386,369,4,13
2020-12-13,Sudurpaschim,Bajhang,921,843,1,77
2020-12-13,Sudurpaschim,Bajura,685,676,1,8
2020-12-13,Sudurpaschim,Baitadi,677,604,0,73
