Date,Province,District,Total Cases,Recovered,Death,Under Treatment
2020-12-11,Province 1,Ilam,426,328,5,93
2020-12-11,Province 1,Udayapur,636,602,9,25
2020-12-11,Province 1,Okhaldhunga,246,211,3,32
2020-12-11,Province 1,Khotang,208,199,0,9
2020-12-11,Province 1,Jhapa,4654,4304,33,317
2020-12-11,Province 1,Taplejung,136,116,0,20
2020-12-11,Province 1,Terhathum,137,129,5,3
2020-12-11,Province 1,Dhankuta,255,236,7,12
2020-12-11,Province 1,Panchthar,161,153,1,7
2020-12-11,Province 1,Bhojpur,145,136,2,7
2020-12-11,Province 1,Morang,12554,12233,64,257
2020-12-11,Province 1,Sankhuwasabha,364,320,1,43
2020-12-11,Province 1,Sunsari,8743,8484,74,185
2020-12-11,Province 1,Solukhumbu,177,159,2,16
2020-12-11,Province 2,Dhanusa,2983,2941,26,16
2020-12-11,Province 2,Parsa,3423,3362,54,7
2020-12-11,Province 2,Bara,2109,2057,28,24
2020-12-11,Province 2,Mahottari,2014,1981,19,14
2020-12-11,Province 2,Rautahat,2768,2730,17,21
2020-12-11,Province 2,Saptari,2095,2048,23,24
2020-12-11,Province 2,Sarlahi,2821,2789,17,15
2020-12-11,Province 2,Siraha,2234,2170,21,43
2020-12-11,Bagmati,Kathmandu,92307,87318,435,4554
2020-12-11,Bagmati,Kavrepalanchok,3196,2988,27,181
2020-12-11,Bagmati,Chitawan,7037,6811,60,166
2020-12-11,Bagmati,Dolakha,665,591,11,63
2020-12-11,Bagmati,Dhading,1606,1496,20,90
2020-12-11,Bagmati,Nuwakot,1336,1191,13,132
2020-12-11,Bagmati,Bhaktapur,8395,7911,97,387
2020-12-11,Bagmati,Makwanpur,4148,3982,33,133
2020-12-11,Bagmati,Rasuwa,183,134,1,48
2020-12-11,Bagmati,Ramechhap,512,474,7,31
2020-12-11,Bagmati,Lalitpur,14248,13173,131,944
2020-12-11,Bagmati,Sindhupalchok,921,865,14,42
2020-12-11,Bagmati,Sindhuli,540,491,6,43
2020-12-11,Gandaki,Kaski,6072,5326,57,689
2020-12-11,Gandaki,Gorkha,1371,1233,13,125
2020-12-11,Gandaki,Tanahu,1612,1497,18,97
2020-12-11,Gandaki,Nawalparasi East,2864,2764,6,94
2020-12-11,Gandaki,Parbat,416,378,2,36
2020-12-11,Gandaki,Manang,5,5,0,0
2020-12-11,Gandaki,Mustang,39,33,2,4
2020-12-11,Gandaki,Myagdi,218,181,4,33
2020-12-11,Gandaki,Lamjung,963,841,4,118
2020-12-11,Gandaki,Baglung,1110,1018,3,89
2020-12-11,Gandaki,Syangja,1069,982,10,77
2020-12-11,Province 5,Arghakhanchi,900,829,7,64
2020-12-11,Province 5,Kapilbastu,2104,2008,17,79
2020-12-11,Province 5,Gulmi,1119,1040,10,69
2020-12-11,Province 5,Dang,3810,3460,34,316
2020-12-11,Province 5,Nawalparasi West,1467,1385,19,63
2020-12-11,Province 5,Palpa,1984,1823,6,155
2020-12-11,Province 5,Pyuthan,1003,958,4,41
2020-12-11,Province 5,Bardiya,1722,1604,12,106
2020-12-11,Province 5,Banke,4282,4030,37,215
2020-12-11,Province 5,Rukum East,108,102,0,6
2020-12-11,Province 5,Rupandehi,8594,8085,69,440
2020-12-11,Province 5,Rolpa,280,266,3,11
2020-12-11,Karnali,Kalikot,281,272,2,7
2020-12-11,Karnali,Jajarkot,112,108,0,4
2020-12-11,Karnali,Jumla,457,417,0,40
2020-12-11,Karnali,Dolpa,31,29,1,1
2020-12-11,Karnali,Dailekh,1593,1586,4,3
2020-12-11,Karnali,Mugu,35,31,0,4
2020-12-11,Karnali,Rukum West,241,221,2,18
2020-12-11,Karnali,Salyan,642,637,0,5
2020-12-11,Karnali,Surkhet,2778,2737,14,27
2020-12-11,Karnali,Humla,33,29,1,3
2020-12-11,Sudurpaschim,Achham,1550,1258,4,288
2020-12-11,Sudurpaschim,Kanchanpur,1515,1378,8,129
2020-12-11,Sudurpaschim,Kailali,5236,4834,28,374
2020-12-11,Sudurpaschim,Dadeldhura,675,580,0,95
2020-12-11,Sudurpaschim,Doti,1371,1352,1,18
2020-12-11,Sudurpaschim,Darchula,385,367,4,14
2020-12-11,Sudurpaschim,Bajhang,909,827,1,81
2020-12-11,Sudurpaschim,Bajura,685,662,1,22
2020-12-11,Sudurpaschim,Baitadi,670,586,0,84
