Date,Province,District,Total Cases,Recovered,Death,Under Treatment
2020-12-10,Province 1,Ilam,425,323,5,97
2020-12-10,Province 1,Udayapur,635,602,8,25
2020-12-10,Province 1,Okhaldhunga,244,211,3,30
2020-12-10,Province 1,Khotang,207,199,0,8
2020-12-10,Province 1,Jhapa,4630,4255,33,342
2020-12-10,Province 1,Taplejung,136,86,0,50
2020-12-10,Province 1,Terhathum,137,129,5,3
2020-12-10,Province 1,Dhankuta,252,236,7,9
2020-12-10,Province 1,Panchthar,161,141,1,19
2020-12-10,Province 1,Bhojpur,145,130,2,13
2020-12-10,Province 1,Morang,12517,12151,64,302
2020-12-10,Province 1,Sankhuwasabha,361,307,0,54
2020-12-10,Province 1,Sunsari,8726,8434,73,219
2020-12-10,Province 1,Solukhumbu,177,159,2,16
2020-12-10,Province 2,Dhanusa,2977,2937,26,14
2020-12-10,Province 2,Parsa,3423,3362,54,7
2020-12-10,Province 2,Bara,2106,2056,28,22
2020-12-10,Province 2,Mahottari,2011,1981,19,11
2020-12-10,Province 2,Rautahat,2765,2730,17,18
2020-12-10,Province 2,Saptari,2092,2043,22,27
2020-12-10,Province 2,Sarlahi,2819,2788,17,14
2020-12-10,Province 2,Siraha,2229,2163,21,45
2020-12-10,Bagmati,Kathmandu,91905,86728,432,4745
2020-12-10,Bagmati,Kavrepalanchok,3172,2964,27,181
2020-12-10,Bagmati,Chitawan,7001,6784,60,157
2020-12-10,Bagmati,Dolakha,660,591,11,58
2020-12-10,Bagmati,Dhading,1597,1491,20,86
2020-12-10,Bagmati,Nuwakot,1330,1191,13,126
2020-12-10,Bagmati,Bhaktapur,8361,7852,97,412
2020-12-10,Bagmati,Makwanpur,4132,3969,33,130
2020-12-10,Bagmati,Rasuwa,181,134,1,46
2020-12-10,Bagmati,Ramechhap,503,474,7,22
2020-12-10,Bagmati,Lalitpur,14143,13064,129,950
2020-12-10,Bagmati,Sindhupalchok,916,855,14,47
2020-12-10,Bagmati,Sindhuli,539,491,6,42
2020-12-10,Gandaki,Kaski,6027,5305,57,665
2020-12-10,Gandaki,Gorkha,1361,1233,13,115
2020-12-10,Gandaki,Tanahu,1610,1497,18,95
2020-12-10,Gandaki,Nawalparasi East,2859,2754,6,99
2020-12-10,Gandaki,Parbat,413,378,2,33
2020-12-10,Gandaki,Manang,5,5,0,0
2020-12-10,Gandaki,Mustang,38,33,2,3
2020-12-10,Gandaki,Myagdi,217,181,4,32
2020-12-10,Gandaki,Lamjung,954,841,4,109
2020-12-10,Gandaki,Baglung,1106,1018,3,85
2020-12-10,Gandaki,Syangja,1063,971,10,82
2020-12-10,Province 5,Arghakhanchi,896,829,7,60
2020-12-10,Province 5,Kapilbastu,2101,2008,17,76
2020-12-10,Province 5,Gulmi,1116,1040,10,66
2020-12-10,Province 5,Dang,3795,3411,33,351
2020-12-10,Province 5,Nawalparasi West,1459,1378,19,62
2020-12-10,Province 5,Palpa,1971,1816,6,149
2020-12-10,Province 5,Pyuthan,1001,954,4,43
2020-12-10,Province 5,Bardiya,1716,1604,12,100
2020-12-10,Province 5,Banke,4248,4022,37,189
2020-12-10,Province 5,Rukum East,108,102,0,6
2020-12-10,Province 5,Rupandehi,8570,8059,69,442
2020-12-10,Province 5,Rolpa,279,266,3,10
2020-12-10,Karnali,Kalikot,280,272,2,6
2020-12-10,Karnali,Jajarkot,111,104,0,7
2020-12-10,Karnali,Jumla,455,413,0,42
2020-12-10,Karnali,Dolpa,31,29,1,1
2020-12-10,Karnali,Dailekh,1593,1586,4,3
2020-12-10,Karnali,Mugu,35,31,0,4
2020-12-10,Karnali,Rukum West,236,221,2,13
2020-12-10,Karnali,Salyan,640,632,0,8
2020-12-10,Karnali,Surkhet,2774,2737,14,23
2020-12-10,Karnali,Humla,33,29,1,3
2020-12-10,Sudurpaschim,Achham,1531,1254,4,273
2020-12-10,Sudurpaschim,Kanchanpur,1500,1377,7,116
2020-12-10,Sudurpaschim,Kailali,5221,4834,28,359
2020-12-10,Sudurpaschim,Dadeldhura,669,578,0,91
2020-12-10,Sudurpaschim,Doti,1370,1351,1,18
2020-12-10,Sudurpaschim,Darchula,385,367,4,14
2020-12-10,Sudurpaschim,Bajhang,906,827,1,78
2020-12-10,Sudurpaschim,Bajura,685,657,1,27
2020-12-10,Sudurpaschim,Baitadi,667,586,0,81
