Date,Province,District,Total Cases,Recovered,Death,Under Treatment
2020-09-21,Province 1,Ilam,96,92,0,4
2020-09-21,Province 1,Udayapur,161,143,1,17
2020-09-21,Province 1,Okhaldhunga,95,67,0,28
2020-09-21,Province 1,Khotang,51,45,0,6
2020-09-21,Province 1,Jhapa,830,730,5,95
2020-09-21,Province 1,Taplejung,21,19,0,2
2020-09-21,Province 1,Terhathum,32,29,0,3
2020-09-21,Province 1,Dhankuta,57,45,0,12
2020-09-21,Province 1,Panchthar,34,27,0,7
2020-09-21,Province 1,Bhojpur,37,16,0,21
2020-09-21,Province 1,Morang,2885,1958,29,898
2020-09-21,Province 1,Sankhuwasabha,83,46,0,37
2020-09-21,Province 1,Sunsari,1633,1126,10,497
2020-09-21,Province 1,Solukhumbu,14,14,0,0
2020-09-21,Province 2,Dhanusa,1919,1826,17,76
2020-09-21,Province 2,Parsa,2660,2522,45,93
2020-09-21,Province 2,Bara,1455,1167,17,271
2020-09-21,Province 2,Mahottari,1452,1422,12,18
2020-09-21,Province 2,Rautahat,2110,1908,7,195
2020-09-21,Province 2,Saptari,1182,903,8,271
2020-09-21,Province 2,Sarlahi,2328,2125,7,196
2020-09-21,Province 2,Siraha,1311,603,9,699
2020-09-21,Bagmati,Kathmandu,14661,7208,80,7373
2020-09-21,Bagmati,Kavrepalanchok,460,294,5,161
2020-09-21,Bagmati,Chitawan,1721,1079,18,624
2020-09-21,Bagmati,Dolakha,123,87,4,32
2020-09-21,Bagmati,Dhading,409,290,2,117
2020-09-21,Bagmati,Nuwakot,143,100,0,43
2020-09-21,Bagmati,Bhaktapur,1596,782,17,797
2020-09-21,Bagmati,Makwanpur,1246,712,11,523
2020-09-21,Bagmati,Rasuwa,18,17,1,0
2020-09-21,Bagmati,Ramechhap,146,102,0,44
2020-09-21,Bagmati,Lalitpur,1682,975,16,691
2020-09-21,Bagmati,Sindhupalchok,143,116,5,22
2020-09-21,Bagmati,Sindhuli,112,92,0,20
2020-09-21,Gandaki,Kaski,887,503,11,373
2020-09-21,Gandaki,Gorkha,351,270,5,76
2020-09-21,Gandaki,Tanahu,424,337,4,83
2020-09-21,Gandaki,Nawalparasi East,832,579,1,252
2020-09-21,Gandaki,Parbat,128,116,0,12
2020-09-21,Gandaki,Manang,4,3,0,1
2020-09-21,Gandaki,Mustang,1,1,0,0
2020-09-21,Gandaki,Myagdi,52,51,1,0
2020-09-21,Gandaki,Lamjung,379,286,0,93
2020-09-21,Gandaki,Baglung,364,321,1,42
2020-09-21,Gandaki,Syangja,410,352,3,55
2020-09-21,Province 5,Arghakhanchi,437,397,2,38
2020-09-21,Province 5,Kapilbastu,1329,1148,9,172
2020-09-21,Province 5,Gulmi,493,440,3,50
2020-09-21,Province 5,Dang,1078,810,1,267
2020-09-21,Province 5,Nawalparasi West,492,280,7,49
2020-09-21,Province 5,Palpa,737,631,4,102
2020-09-21,Province 5,Pyuthan,529,465,2,62
2020-09-21,Province 5,Bardiya,601,436,1,164
2020-09-21,Province 5,Banke,1673,1347,11,315
2020-09-21,Province 5,Rukum East,74,27,0,47
2020-09-21,Province 5,Rupandehi,2163,1394,21,748
2020-09-21,Province 5,Rolpa,133,91,0,42
2020-09-21,Karnali,Kalikot,118,116,0,2
2020-09-21,Karnali,Jajarkot,72,62,0,10
2020-09-21,Karnali,Jumla,225,207,0,18
2020-09-21,Karnali,Dolpa,6,5,1,0
2020-09-21,Karnali,Dailekh,1103,1078,1,24
2020-09-21,Karnali,Mugu,13,13,0,0
2020-09-21,Karnali,Rukum West,109,77,0,32
2020-09-21,Karnali,Salyan,380,335,0,45
2020-09-21,Karnali,Surkhet,1221,851,3,367
2020-09-21,Karnali,Humla,5,5,0,0
2020-09-21,Sudurpaschim,Achham,994,935,2,57
2020-09-21,Sudurpaschim,Kanchanpur,776,725,0,51
2020-09-21,Sudurpaschim,Kailali,2110,1811,7,292
2020-09-21,Sudurpaschim,Dadeldhura,348,335,0,13
2020-09-21,Sudurpaschim,Doti,1026,1004,0,22
2020-09-21,Sudurpaschim,Darchula,87,60,0,27
2020-09-21,Sudurpaschim,Bajhang,519,473,1,45
2020-09-21,Sudurpaschim,Bajura,630,624,1,5
2020-09-21,Sudurpaschim,Baitadi,413,373,0,40
