Date,Province,District,Total Cases,Recovered,Death,Under Treatment
2020-10-23,Province 1,Ilam,172,115,0,57
2020-10-23,Province 1,Udayapur,362,216,1,145
2020-10-23,Province 1,Okhaldhunga,162,104,0,58
2020-10-23,Province 1,Khotang,110,84,0,26
2020-10-23,Province 1,Jhapa,1779,1055,10,714
2020-10-23,Province 1,Taplejung,46,33,0,13
2020-10-23,Province 1,Terhathum,61,43,3,15
2020-10-23,Province 1,Dhankuta,111,69,1,41
2020-10-23,Province 1,Panchthar,51,39,0,12
2020-10-23,Province 1,Bhojpur,69,54,0,15
2020-10-23,Province 1,Morang,8111,4733,44,3334
2020-10-23,Province 1,Sankhuwasabha,158,92,0,66
2020-10-23,Province 1,Sunsari,5449,2615,47,2787
2020-10-23,Province 1,Solukhumbu,27,18,0,9
2020-10-23,Province 2,Dhanusa,2341,2090,21,230
2020-10-23,Province 2,Parsa,3140,2829,46,265
2020-10-23,Province 2,Bara,1814,1612,19,183
2020-10-23,Province 2,Mahottari,1765,1643,16,106
2020-10-23,Province 2,Rautahat,2532,2367,11,154
2020-10-23,Province 2,Saptari,1659,1372,11,276
2020-10-23,Province 2,Sarlahi,2603,2494,12,97
2020-10-23,Province 2,Siraha,1771,1567,13,191
2020-10-23,Bagmati,Kathmandu,54245,33863,186,20196
2020-10-23,Bagmati,Kavrepalanchok,1443,817,7,619
2020-10-23,Bagmati,Chitawan,4107,3024,40,1043
2020-10-23,Bagmati,Dolakha,258,163,6,89
2020-10-23,Bagmati,Dhading,1077,658,8,411
2020-10-23,Bagmati,Nuwakot,510,244,4,262
2020-10-23,Bagmati,Bhaktapur,5048,3629,54,1365
2020-10-23,Bagmati,Makwanpur,2949,1794,20,1135
2020-10-23,Bagmati,Rasuwa,72,21,1,50
2020-10-23,Bagmati,Ramechhap,326,238,2,86
2020-10-23,Bagmati,Lalitpur,7560,4933,53,2574
2020-10-23,Bagmati,Sindhupalchok,493,238,9,246
2020-10-23,Bagmati,Sindhuli,351,214,1,136
2020-10-23,Gandaki,Kaski,1991,1197,14,780
2020-10-23,Gandaki,Gorkha,735,472,8,255
2020-10-23,Gandaki,Tanahu,829,563,5,261
2020-10-23,Gandaki,Nawalparasi East,1619,1208,4,407
2020-10-23,Gandaki,Parbat,204,152,0,52
2020-10-23,Gandaki,Manang,5,4,0,1
2020-10-23,Gandaki,Mustang,3,1,2,0
2020-10-23,Gandaki,Myagdi,96,61,2,33
2020-10-23,Gandaki,Lamjung,601,490,0,111
2020-10-23,Gandaki,Baglung,708,519,1,188
2020-10-23,Gandaki,Syangja,610,474,4,132
2020-10-23,Province 5,Arghakhanchi,645,516,5,124
2020-10-23,Province 5,Kapilbastu,1647,1436,11,200
2020-10-23,Province 5,Gulmi,755,632,5,118
2020-10-23,Province 5,Dang,2077,1328,4,745
2020-10-23,Province 5,Nawalparasi West,938,629,11,298
2020-10-23,Province 5,Palpa,1036,846,4,186
2020-10-23,Province 5,Pyuthan,833,605,2,226
2020-10-23,Province 5,Bardiya,1134,814,6,314
2020-10-23,Province 5,Banke,2978,2438,21,519
2020-10-23,Province 5,Rukum East,94,82,0,12
2020-10-23,Province 5,Rupandehi,5605,3510,48,2047
2020-10-23,Province 5,Rolpa,173,156,0,17
2020-10-23,Karnali,Kalikot,227,161,1,65
2020-10-23,Karnali,Jajarkot,88,73,0,15
2020-10-23,Karnali,Jumla,347,265,0,82
2020-10-23,Karnali,Dolpa,21,9,1,11
2020-10-23,Karnali,Dailekh,1419,1168,1,250
2020-10-23,Karnali,Mugu,18,15,0,3
2020-10-23,Karnali,Rukum West,177,130,1,46
2020-10-23,Karnali,Salyan,567,436,0,131
2020-10-23,Karnali,Surkhet,2577,1878,6,693
2020-10-23,Karnali,Humla,23,10,0,13
2020-10-23,Sudurpaschim,Achham,1167,1098,3,66
2020-10-23,Sudurpaschim,Kanchanpur,1059,905,2,152
2020-10-23,Sudurpaschim,Kailali,3477,2808,9,660
2020-10-23,Sudurpaschim,Dadeldhura,436,362,0,74
2020-10-23,Sudurpaschim,Doti,1235,1120,0,115
2020-10-23,Sudurpaschim,Darchula,292,162,0,130
2020-10-23,Sudurpaschim,Bajhang,680,603,1,76
2020-10-23,Sudurpaschim,Bajura,637,633,1,3
2020-10-23,Sudurpaschim,Baitadi,513,439,0,74
