Date,Province,District,Total Cases,Recovered,Death,Under Treatment
2020-09-21,Province 1,Ilam,98,95,0,3
2020-09-21,Province 1,Udayapur,165,149,1,15
2020-09-21,Province 1,Okhaldhunga,108,72,0,36
2020-09-21,Province 1,Khotang,56,51,0,5
2020-09-21,Province 1,Jhapa,869,768,7,94
2020-09-21,Province 1,Taplejung,23,22,0,1
2020-09-21,Province 1,Terhathum,36,29,0,7
2020-09-21,Province 1,Dhankuta,57,53,0,4
2020-09-21,Province 1,Panchthar,37,31,0,6
2020-09-21,Province 1,Bhojpur,43,24,0,19
2020-09-21,Province 1,Morang,3350,2367,32,951
2020-09-21,Province 1,Sankhuwasabha,88,80,0,8
2020-09-21,Province 1,Sunsari,1757,1271,12,474
2020-09-21,Province 1,Solukhumbu,15,14,0,1
2020-09-21,Province 2,Dhanusa,1970,1869,19,82
2020-09-21,Province 2,Parsa,2746,2640,45,61
2020-09-21,Province 2,Bara,1502,1209,18,275
2020-09-21,Province 2,Mahottari,1541,1434,12,95
2020-09-21,Province 2,Rautahat,2140,1997,8,135
2020-09-21,Province 2,Saptari,1242,1001,10,231
2020-09-21,Province 2,Sarlahi,2400,2285,7,108
2020-09-21,Province 2,Siraha,1415,741,10,664
2020-09-21,Bagmati,Kathmandu,18130,9579,92,8459
2020-09-21,Bagmati,Kavrepalanchok,516,350,5,161
2020-09-21,Bagmati,Chitawan,2038,1310,18,710
2020-09-21,Bagmati,Dolakha,129,93,4,32
2020-09-21,Bagmati,Dhading,450,294,3,153
2020-09-21,Bagmati,Nuwakot,164,108,0,56
2020-09-21,Bagmati,Bhaktapur,1964,1024,21,919
2020-09-21,Bagmati,Makwanpur,1350,951,12,387
2020-09-21,Bagmati,Rasuwa,19,17,1,1
2020-09-21,Bagmati,Ramechhap,159,109,0,50
2020-09-21,Bagmati,Lalitpur,2232,1161,21,1050
2020-09-21,Bagmati,Sindhupalchok,159,122,5,32
2020-09-21,Bagmati,Sindhuli,138,97,0,41
2020-09-21,Gandaki,Kaski,978,603,11,364
2020-09-21,Gandaki,Gorkha,388,282,5,101
2020-09-21,Gandaki,Tanahu,473,370,5,98
2020-09-21,Gandaki,Nawalparasi East,909,751,1,157
2020-09-21,Gandaki,Parbat,138,122,0,16
2020-09-21,Gandaki,Manang,4,4,0,0
2020-09-21,Gandaki,Mustang,1,1,0,0
2020-09-21,Gandaki,Myagdi,53,51,1,1
2020-09-21,Gandaki,Lamjung,419,377,0,42
2020-09-21,Gandaki,Baglung,420,354,1,65
2020-09-21,Gandaki,Syangja,437,370,3,64
2020-09-21,Province 5,Arghakhanchi,448,402,2,44
2020-09-21,Province 5,Kapilbastu,1357,1253,11,93
2020-09-21,Province 5,Gulmi,543,470,4,69
2020-09-21,Province 5,Dang,1158,852,2,304
2020-09-21,Province 5,Nawalparasi West,529,375,8,49
2020-09-21,Province 5,Palpa,763,682,4,77
2020-09-21,Province 5,Pyuthan,561,482,2,77
2020-09-21,Province 5,Bardiya,692,539,5,148
2020-09-21,Province 5,Banke,1867,1552,12,303
2020-09-21,Province 5,Rukum East,74,38,0,36
2020-09-21,Province 5,Rupandehi,2517,1720,23,774
2020-09-21,Province 5,Rolpa,144,102,0,42
2020-09-21,Karnali,Kalikot,120,116,0,4
2020-09-21,Karnali,Jajarkot,74,65,0,9
2020-09-21,Karnali,Jumla,225,208,0,17
2020-09-21,Karnali,Dolpa,6,5,1,0
2020-09-21,Karnali,Dailekh,1112,1085,1,26
2020-09-21,Karnali,Mugu,13,13,0,0
2020-09-21,Karnali,Rukum West,109,83,0,26
2020-09-21,Karnali,Salyan,413,341,0,72
2020-09-21,Karnali,Surkhet,1387,934,3,450
2020-09-21,Karnali,Humla,5,5,0,0
2020-09-21,Sudurpaschim,Achham,1070,936,3,131
2020-09-21,Sudurpaschim,Kanchanpur,798,761,0,37
2020-09-21,Sudurpaschim,Kailali,2281,1997,8,276
2020-09-21,Sudurpaschim,Dadeldhura,349,336,0,13
2020-09-21,Sudurpaschim,Doti,1065,1012,0,53
2020-09-21,Sudurpaschim,Darchula,96,66,0,30
2020-09-21,Sudurpaschim,Bajhang,585,508,1,76
2020-09-21,Sudurpaschim,Bajura,630,626,1,3
2020-09-21,Sudurpaschim,Baitadi,428,374,0,54
